ID,Name,Dimension,Price,Type,SubType,Brand,ProductURL
A-3534,"Livzing 8 Ft Plastic Folding Table with Metal Frame | 150 kg Load Capacity | Foldable and Portable Dining Table | Travel Camping Table | Patio, Garden, Indoor and Outdoor Sturdy Picnic Table (HDPE)",75D x 74W x 242H Centimeters Maximum Weight Recommendation,6999,Chair,dining_chair,,https://www.amazon.in/dp/B0FR93TWQM
A-3535,"BAWARI Plush Dining Chair | Accent Chair for Living Room Bedroom Restuarant | Velvet Fabric & Thick Cushion Seat with Sturdy Glossy Metal Legs (Black Legs, Baby Pink)",45D x 60W x 85H Centimeters Size,4999,Chair,dining_chair,,https://www.amazon.in/dp/B0F29SFSY6
A-3536,"Finch Fox® Morris Velvet Dining Chair for Living Room, Bedroom, Home Office with Black Metal Legs in Dark Blue Color (Set of 2)",48D x 54.5W x 91.5H Centimeters Size,11494,Chair,dining_chair,,https://www.amazon.in/dp/B0CTHXC6ZV
A-3537,"Finch Fox® Morris Velvet Dining Chair for Living Room, Bedroom, Home Office with Black Metal Legs in Cream Color (Set of 2)",48D x 54.5W x 91.5H Centimeters Size,11494,Chair,dining_chair,,https://www.amazon.in/dp/B0CTHT9G92
A-3538,Oaknest Unboxing Furniture Supreme Oak Plastic Chair | Armless Chair For Dining Room | Bearing Capacity 120 Kgs | 6 Months Warranty (Globus Brown)| Set Of 2 Chairs,137.2D x 108W x 216H Centimeters Size,2600,Chair,dining_chair,,https://www.amazon.in/dp/B08XZRBBDS
A-3539,Dream Furnishing - Set of 4 Dinning Chairs Elegant & Luxury Looks Strong Metal Frame Legs for Home Cafe Office Hotel (Black-Black Legs),46D x 45W x 82H Centimeters Size,23500,Chair,dining_chair,,https://www.amazon.in/dp/B0FRNQQWHV
A-3540,"Goyal steel & furniture Chairs for Dining Table, Steel Chair, Dining Chair with Comfortable Cushion (2, Yellow, Standard)",40.6D x 40.6W x 88.9H Centimeters Size,3399,Chair,dining_chair,,https://www.amazon.in/dp/B0CSN5LQ9M
A-3541,"GOYALSON Dining Ergonomic Dining Home Chair Hotel Restaurant Chair with Steel Chrome Polish and leatherite seat (6, Brown, Standard)",35.6D x 43.2W x 82.6H Centimeters Size,7299,Chair,dining_chair,,https://www.amazon.in/dp/B0CPM79N5K
A-3542,"BRIDA Stretchable Floral Geometric Printed Dining Chair Seat Covers Elastic Chair Seat Case Protector, Slipcovers (Biege Flowers, 6 Seat Cover)",22D x 18W x 3H Centimeters Colour,980,Chair,dining_chair,,https://www.amazon.in/dp/B0BG1JK1R7
A-3543,"Winntage Furniture Sheesham Wood CNC Dining Study Chair Set for Dining Room Wooden Cushion Chair for Living Room Study Room Home and Office - (Set of 2, Honey Finish) | 1 Year Warranty",40.6D x 43.2W x 88.9H Centimeters Size,6599,Chair,dining_chair,,https://www.amazon.in/dp/B0BG5HJD9Y
A-3544,COMBAT FURNITURE Sheesham Wood CNC Design Dining Chairs Set of 2 for Dining Room Furniture || Wooden Chairs Set of 2 with Cushion for Living Room Home and Office - Honey-Finish,43.2D x 40.6W x 88.9H Centimeters Size,2499,Chair,dining_chair,,https://www.amazon.in/dp/B0D33QSHQ3
A-3545,"RSFURNITURE Solid Sheesham Wood Set of 4 Dining Chairs Only | Wooden Four Seater Dinning Chair for Kitchen & Dining Room | Rosewood, Warm Chestnut (4 Seats)",44.5D x 43.2W x 86.4H Centimeters Size,9999,Chair,dining_chair,,https://www.amazon.in/dp/B0DY793GR9
A-3546,"MRC EXECUTIVE CHAIRS ALWAYS INSPIRING MORE Dining Chair,Accent Chair for Living Room Bedroom Restuaran,Velvet Fabric & Cushion Seat with Metal Legs (Dining Chair Brown & Gold)",45D x 45W x 94H Centimeters Size,4299,Chair,dining_chair,,https://www.amazon.in/dp/B0CKBZDSH8
A-3547,HANDWOOD FURNITURE Modern Home Furniture | Solid Wood Set of 2 Dining | Study Chair | Home & Office Furniture |Walnut Finish with Cream Cushions | Pre Assembled (Ready to Use),s,6649,Chair,dining_chair,,https://www.amazon.in/dp/B0CJ9P5VXW
A-3548,"BAWARI Velvet Dining Chair | Barfi Design Accent Chair for Home Office Restaurent Cafe | Upholstered Cushion Chair with Dual Tone Legs | 1pc (Blue, Standard)",56D x 54W x 80H Centimeters Size,4999,Chair,dining_chair,,https://www.amazon.in/dp/B0FD8ZXZG4
A-3549,COMBAT FURNITURE Sheesham Wood Dining Chairs Set of 2 for Dining Room Furniture || Wooden Chairs Set of 2 with Cushion for Living Room Home and Office - Natural Finish,43.2D x 40.6W x 88.9H Centimeters Size,5999,Chair,dining_chair,,https://www.amazon.in/dp/B0D33SPFNG
A-3550,Dream Furnishing - Set of 4 Dinning Chairs Elegant & Luxury Looks Strong Metal Frame Legs for Home Cafe Office Hotel (Black-Silver Grey),46D x 45W x 82H Centimeters Size,23500,Chair,dining_chair,,https://www.amazon.in/dp/B0DPMP8QJ7
A-3551,Finch Fox® Style Modern Dining Armless Molded ABS Plastic Side Chair with Wood & Black Accents Iconic American Mid-Century Styling Grey Color (Set of 4),50D x 50W x 45H Centimeters Size,8454,Chair,dining_chair,,https://www.amazon.in/dp/B0C2JGMSYK
A-3552,"BAWARI Velvet Dining Chair | Barfi Design Accent Chair for Home Office Restaurent Cafe | Upholstered Cushion Chair with Dual Tone Legs | 1pc (Dark Grey, Standard)",56D x 54W x 80H Centimeters Size,5499,Chair,dining_chair,,https://www.amazon.in/dp/B0FD8ZJ14R
A-3553,"Vivek Wood Solid Sheesham Wood Dining Chairs Only | Wooden Set of 4 Dinning Chair for Kitchen & Dining Room | Chairs with Cushion | Rosewood, Provincial Teak Finish",43.2D x 43.2W x 88.9H Centimeters Size,13799,Chair,dining_chair,,https://www.amazon.in/dp/B0BZQ39Z59
A-3554,"RSFURNITURE Solid Sheesham Wood Set of 4 Dining Chairs Only | Wooden Four Seater Dinning Chair with Cushion for Kitchen & Dining Room | Rosewood, Natural (4 Seats)",45D x 40W x 102H Centimeters Size,12429,Chair,dining_chair,,https://www.amazon.in/dp/B0C1YYGQC6
A-3555,RSFURNITURE Wooden Dining Chairs Only | Wooden Dining Chairs | Dining Room Furniture with Cushions | Dining Chair Set of 4 | Study Chair with Cushion for Dining Honey,45.7D x 45.7W x 86.4H Centimeters Size,7499,Chair,dining_chair,,https://www.amazon.in/dp/B0DH3SCM4R
A-3556,"Goyal steel & furniture Chairs for Dining Table, Steel Chair, Dining Chair with Comfortable Cushion (2, Green, Standard)",40.6D x 40.6W x 88.9H Centimeters Size,3099,Chair,dining_chair,,https://www.amazon.in/dp/B0CSN29BQ4
A-3557,ROUNDHILL Sheesham Wood Multipurpose Dining Chairs Set of 2 for Living Room Study Chairs for Students Wooden Seating Chair for Office Furniture (Natural Brown Finish),40D x 40W x 90H Centimeters Size,6099,Chair,dining_chair,,https://www.amazon.in/dp/B082D66LXN
A-3558,"BAWARI Plush Dining Chair | Accent Chair for Living Room Bedroom Restuarant | Velvet Fabric & Thick Cushion Seat with Sturdy Glossy Metal Legs (Black Legs, Black)",45D x 60W x 85H Centimeters Size,4999,Chair,dining_chair,,https://www.amazon.in/dp/B0F29TR3NR
A-3559,"CHAIR KING Barfi Velvet Dining Chair | Set of 2 Premium Modern Upholstered Accent Chair with Armrest, Padded Seat and Metal Legs | Comfy Chair for Home, Office & Restaurents | (Dark Brown)",47D x 50W x 83H Centimeters Size,9999,Chair,dining_chair,,https://www.amazon.in/dp/B0FFJTGK78
A-3560,"Supreme chairs Web Plastic Chair| Armless Chair for Dining Room Set, Cafe and Restaurents | Weight Bearing Upto 220kg | 6 Months Warranty*| (Color: Lemon Yellow | Set of 1 Piece)",52.5D x 51W x 80.5H Centimeters Size,1888,Chair,dining_chair,,https://www.amazon.in/dp/B0C3CNQYNH
A-3561,COMBAT FURNITURE Sheesham Wood Dining Chairs Set of 2 for Dining Room Furniture || Wooden Chairs Set of 2 with Cushion for Living Room Home and Office - Honey-Finish,43.2D x 40.6W x 88.9H Centimeters Size,999,Chair,dining_chair,,https://www.amazon.in/dp/B0D33TD962
A-3562,"Goyal steel & furniture Chairs for Dining Table, Steel Chair, Dining Chair with Comfortable Cushion (1, Grey, Standard)",40.6D x 40.6W x 88.9H Centimeters Size,999,Chair,dining_chair,,https://www.amazon.in/dp/B0CSMDR4KT
A-3563,"Finch Fox® Morris Velvet Dining Chair for Living Room, Bedroom, Home Office with Black Metal Legs in Dark Grey Color (Set of 2)",48D x 54.5W x 91.5H Centimeters Size,11494,Chair,dining_chair,,https://www.amazon.in/dp/B0CTHY44WL
A-3564,COMBAT FURNITURE Sheesham Wood Dining Chairs Set of 4 for Dining Room Furniture || Solid Wood Chairs Set Without Cushion for Living Room Home and Office - Honey Finish,43.2D x 40.6W x 88.9H Centimeters Size,5669,Chair,dining_chair,,https://www.amazon.in/dp/B0D2W9QDPJ
A-3565,WOODESIGN Solid Sheesham Wood Rectangle 45 Inch Dining Table 4 Seater | Wooden 4 Seater Dinning Table Set | Dinner Table with Four Chairs | Criss Cross Table & Cushioned Chair | Walnut Finish,s,18999,Table,dining_table,,https://www.amazon.in/dp/B0D78VLQ5Z
A-3566,WOODSTAGE Sheesham Wood 6 Seater Dining Table with 4 Cushion Chairs & 1 Bench Wooden Furniture Six Seater Dinner Table Set for Living Room Home (Teak Finish),s,33950,Table,dining_table,,https://www.amazon.in/dp/B09Y1V2Z1G
A-3567,"DecorNation Italiana Solid Wood 4 Seater Dining Room Set for Home, Living Room- Black Dining Table with Four Cushioned Chairs",s,19949,Table,dining_table,,https://www.amazon.in/dp/B0BN1DG14Z
A-3568,SHREE NATH JI CRAFT HOUSE Sheesham Wood 4 Seater Dining Table Only for Dining Room | Wooden Dining Table Only Without Chairs for Home & Kitchen | Solid Wood Dinner Table for Restaurant(Teak Finish),76.2D x 114.3W x 76.2H Centimeters Maximum Weight Recommendation,3699,Table,dining_table,,https://www.amazon.in/dp/B0DVYXTS1X
A-3569,Ramdoot Furniture Solid Sheesham Wood Dining Table Set 6 Seater | Wooden 6 Seater Dining Table Dining Area Living Room | 4 Chair & 1 Bench | Hotel/Restaurant Dining for Six People | CNC | Honey Finish,s,23999,Table,dining_table,,https://www.amazon.in/dp/B0BFBHZGXJ
A-3570,"HOWZBOX Sheesham Wood Dining Table 6 Seater | Six Seater Dinning Table with 4 Chairs & 1 Bench for Home | Chairs & Bench with Cushion | 6 Seater Dining Room Sets for Hotel & Restaurants | Solid, Honey",s,23499,Table,dining_table,,https://www.amazon.in/dp/B0FLDXH22S
A-3571,"THE WOODEN CITY Solid Sheesham Wood Dining Table 4 Seater Dining Table Set with 2 Chairs & 1 Bench Dinner Table Set for Dinning Room Home,Hotel and Office (4 Seater, Honey2)",114.2D x 76W x 76H Centimeters Frame Material,14999,Table,dining_table,,https://www.amazon.in/dp/B0CZJ7B3C2
A-3572,"Nilkamal Shahensha Rectangular 4 Seater Virgin Plastic Dining Table Set for Dining Room | Indoor & Outdoor |Home Office | Hotel, Café and Restaurants | 1 Dining Table with 4 Chairs | Color Pear Wood",t,6355,Table,dining_table,,https://www.amazon.in/dp/B0B2K95VM5
A-3573,"Koyal Handicraft Sheesham Wood 4 Seater Dining Table Only for Dining Room | Wooden Dining Table Without Chair for Home & Kitchen | Solid Wood Table for Living Room (4 Seater, Honey)",86D x 86W x 76H Centimeters Maximum Weight Recommendation,5499,Table,dining_table,,https://www.amazon.in/dp/B0CRR9X2LH
A-3574,"SHRI MINTU'S ART Wooden 4 Seater Dining Table Set | Four Seater Dinning Table with Cushioned Chairs for Home | Dining Room Furniture for Kitchen & Restaurants | Solid Wood Sheesham, Honey",114.3 x 76.2 x 76.2 Centimeters Product Care Instructions,16958,Table,dining_table,,https://www.amazon.in/dp/B0D9P5PQYV
A-3575,"Gizoon 45.5"" Dining Table Set for 4, Kitchen Dining Table with 2 Benches, Dining Room Table Set with Metal Frame & MDF Board, Space-Saving Dinette for Kitchen, Dining Room -Retro",4,3249,Table,dining_table,,https://www.amazon.in/dp/B0BD1PQGMZ
A-3576,Madesa 4 Seater Dining Set Square Glass Table Top Sturdy Wooden with Cushioned Seats 90 Cm for Dining Room and Kitchen - Brown/Beige,s,19990,Table,dining_table,,https://www.amazon.in/dp/B097TRMTNR
A-3577,"VECELO Kitchen Table with 2 Benches for 4, Wood Dining Room Dinette Sets with Metal Frame for Breakfast Nook and Small Space",110 x 70.1 x 76.2 Centimeters Product Care Instructions,9878,Table,dining_table,,https://www.amazon.in/dp/B0CB5SFGH7
A-3578,MAMTA DECORATION Sheesham Wood 6 Seater Dining Table with 6 Cushioned Chairs Wooden Dining Set for Home Living Room (Walnut Finish),r,22999,Table,dining_table,,https://www.amazon.in/dp/B0F8JBZC2L
A-3579,"RK Wood Solid Sheesam Wood 4 Seater Dining Table Set | Dinning Table with Four Cushioned Chairs for Restaurants | Heavy-Duty Termite-Free Dining Set for Home, Kitchen & Living Room Furniture",s,22999,Table,dining_table,,https://www.amazon.in/dp/B09XTRBD1C
A-3580,Craftsby 45 Inch Length Solid Sheesham Wood 4 Seater Dining Table Set | Four Seater Dinner Table with 4 Cushions Chairs | Dinning Table Set 4 Seater for Living Room | Walnut Finish,s,11499,Table,dining_table,,https://www.amazon.in/dp/B0FLD3WHPY
A-3581,Amazon Brand - Solimo Dorado Glass 4 Seater Dining Set (Black),s,13009,Table,dining_table,,https://www.amazon.in/dp/B089BKNG99
A-3582,Jangid Handicraft Wooden 6 Seater Dining Table | Solid Sheesham Wood Six Seater Dinning Table with 6 Chairs for Living Room | Dining Room Sets | Kitchen Dining Set for Home | Natural Brown Finish,s,25999,Table,dining_table,,https://www.amazon.in/dp/B07VFHWB1Y
A-3583,FURNITUREWALLET Sheesham Wood Dining Table 4 Seater | 4 Seater Dining| Four Seater Dinning Table With 4 Chairs For Home | Chairs With Cushion | Dining Room Sets For Restraunts Walnut,43D x 43W x 89H Centimeters Frame Material,16299,Table,dining_table,,https://www.amazon.in/dp/B0BDGJXT24
A-3584,SURYAVANSHAM HANDICRAFT| Anima Premium White Marble Top Dining Table 6 Seater with Cane Inlay | Designer Chairs with Armrest | Comfortable Cushioning | | Exquisite Marble (Honey Gold),s,26998,Table,dining_table,,https://www.amazon.in/dp/B0FTZ8TQDX
A-3585,"Gizoon Dining Table Set for 2, Kitchen Table Set for 2 with Steel Frame, Kitchen Table with 2 Benches for Small Space, Space Saving Dining Room Table Set for Restaurant, Kitchen, Living Room, Grey",NA,4999,Table,dining_table,,https://www.amazon.in/dp/B0DG5LYJKK
A-3586,"STUDIO AXIS Wooden Bar Table Set with 2 Stools | Wooden Bar Counter Table with Metal Frame | High Table & Chairs Set for Kitchen, Dining, Café, Home Bar & Restaurant",s,7999,Table,dining_table,,https://www.amazon.in/dp/B0GCNPD2KS
A-3587,6 Seater Solid Sheesham Wood Dining Table Set with Marble Finish Top | Wooden Dining Table 147.3×89×76.2 cm with 6 Upholstered Chairs for Dining Room & Home,s,34499,Table,dining_table,,https://www.amazon.in/dp/B0GBTNT82K
A-3588,"ANISHWAR Engendered Wood Top Dining Table with Cushioned Chairs | Metal Dining Table Set for Living Room Dinning Hall Home Hotel | DIY (Do It Yourself) (Green4s, 4 Seater)",76D x 121.9W x 76H Centimeters Frame Material,12275,Table,dining_table,,https://www.amazon.in/dp/B0C2VTJVFW
A-3589,SHREE NATH JI CRAFT HOUSE Sheesham Wood 6 Seater Dining Table Only for Dining Room | Wooden Dining Table Only for Home & Kitchen | Solid Wood Dinner Table for Hotels & Restaurant (Natural Honey),88.9D x 144.8W x 76.2H Centimeters Maximum Weight Recommendation,6999,Table,dining_table,,https://www.amazon.in/dp/B0DVYW7S69
A-3590,"BHATI FURNITURE Solid Sheesham Wood Dining Set | Wooden Dining Table Set with Chairs | for Homes, Office, Living Room, Hotels & Restaurant (Walnut White Cushioned Chair, 4 Seater)",s,16999,Table,dining_table,,https://www.amazon.in/dp/B0DS22XM5X
A-3591,"Wakefit Dining Table Set | 1 Year Warranty | Dining Table, Dining Table 4 Seater, Dinning Table, Glass Dining Table, Dining Table Glass Top, Dining Table 4 Seater Glass - Rosemary (Black)",s,15113,Table,dining_table,,https://www.amazon.in/dp/B0CYTDWMB2
A-3592,"SMAART CRAAFTS Ixigo 2 Seater Rattan Dining Set | Dining Table and 2 Chair for Living Room | Natural Finish, Acacia Wood | Compact Dining Set for Hotel, Cafes, Home",109.2 x 71.1 x 76.2 Centimeters Product Care Instructions,17999,Table,dining_table,,https://www.amazon.in/dp/B0DNFZXSLP
A-3593,Ramdoot Furniture Solid Sheesham Wood Dining Table Set 4 Seater | Four Seater Dining Table 4 Seater with 3 Chairs & 1 Bench for Living Room | 4 Seater Dining Set for Hotel and Restaurant | Honey,s,15498,Table,dining_table,,https://www.amazon.in/dp/B084L7TT4L
A-3594,"ANGEL FURNITURE Solid Sheesham Wood Foldable Dining Table Compact Design (Plain Top, Honey Finish)",85D x 147.5W x 72.5H Centimeters Maximum Weight Recommendation,11990,Table,dining_table,,https://www.amazon.in/dp/B06XK5HLR2
A-3595,SONA ART & CRAFTS Luxe Solid Sheesham Wood Dining Table Set of 4 Seater Glass Top Dinner Dinning Table with 4 Chair Dining Furniture for Living Room Hotel Office Self Assembly (Dark Walnut Finish),144D x 76W x 88H Centimeters Maximum Weight Recommendation,24299,Table,dining_table,,https://www.amazon.in/dp/B0DKTP2GCP
A-3596,WOODESIGN Solid Sheesham Wood Rectangle 45 Inch Dining Table 4 Seater | Wooden 4 Seater Dinning Table Set | Dinner Table with Four Chairs | Criss Cross Table & Cushioned Chair | Natural Finish,s,18999,Table,dining_table,,https://www.amazon.in/dp/B0D78VG3SS
A-3597,"RIDDHI ART PALACE Sheesham Wood Dining Table 4 Seater || 4 Seater Dining Table with Chair || Dining Room Set || Dining Table Set || Wooden Dining Table 4 Seater || 4 Seater, Honey",s,11995,Table,dining_table,,https://www.amazon.in/dp/B0FP4VRBHK
A-3598,Winntage Solid Sheesham Wood 4 Seater Dining Table Set | Multipurpose Modern Dining Room Set with 4 Cushioned Chairs for Home Livingroom Dining Room Hall Office Restaurant and Hotel (Walnut Finish),s,18499,Table,dining_table,,https://www.amazon.in/dp/B0DHL6CZ4L
A-3599,"Koyal Handicraft Sheesham Wood 4 Seater Dining Table Only for Dining Room | Wooden Dining Table Without Chair for Home & Kitchen | Solid Wood Table for Living Room (4 Seater, Walnut)",86D x 86W x 76H Centimeters Maximum Weight Recommendation,5499,Table,dining_table,,https://www.amazon.in/dp/B0CRR8TVL7
A-3600,"VK Furniture Solid Sheesham Wood 4 Seater Dining Table Set | Solid Wood Dining Table with Cushioned Chairs | Space Saving Wooden Dining Set for Home, Kitchen, Restaurant & Hotel (Chestnut Finish)",r,15009,Table,dining_table,,https://www.amazon.in/dp/B0BGSFWKGT
A-3601,FURNITUREWALLET Sheesham Wood Dining Table 4 Seater | 4 Seater Dining| Four Seater Dinning Table With 4 Chairs For Home | Chairs With Cushion | Dining Room Sets For Restraunts (Honey),43D x 43W x 89H Centimeters Frame Material,16299,Table,dining_table,,https://www.amazon.in/dp/B0BDGFM49P
A-3602,"Gizoon Kitchen Table and 2 Chairs for 4 with Bench, 4 Piece Dining Table Set for Small Space, Apartment, Black",s,3899,Table,dining_table,,https://www.amazon.in/dp/B0B7LPQXKS
A-3603,GHROYAL Sheesham Wood Japanese 4 Seater Dining Table Wooden Low Height Dinner Table for Living Room Home and Restaurant (Stone Finish),t,17249,Table,dining_table,,https://www.amazon.in/dp/B0BJPGSG4R
A-3604,SONA ART & CRAFTS CNC Solid Sheesham Wood Dining Table Set of 4 Seater Dinner Dinning Table 2 Chair with 1 Bench for Dining Furniture for Living Room Home Hotel Office Self Assembly (Honey Teak),104D x 54W x 76H Centimeters Maximum Weight Recommendation,15599,Table,dining_table,,https://www.amazon.in/dp/B0CCFWN3HN
A-3605,ROUNDHILL Furniture Sheesham Wood 4 Seater Dining Table with 4 Cushion Chairs Wooden Dining Table Set for Home Hall Living Room (Warm Chestnut Finish),s,14999,Table,dining_table,,https://www.amazon.in/dp/B0DBVF5S17
A-3606,SONA ART & CRAFTS Cero Solid Sheesham Wood Round Dining Table Set of 4 Seater Dinner Dinning Table with 4 Cushion Chair Dining Furniture for Living Room Home Hotel Office Self Assembly (Honey Brown),134D x 88W x 76H Centimeters Maximum Weight Recommendation,28799,Table,dining_table,,https://www.amazon.in/dp/B0BK48RWN8
A-3607,"CRAFT D ARTS Solid Sheesham Wood 2 Seater Dining Table Set with Cushioned Chairs for Dining Room | Living Room | Home & Office | Hotels Restaurant & Cafe (2 Seater, Honey CC)",18D x 18W x 36H Centimeters Maximum Weight Recommendation,11449,Table,dining_table,,https://www.amazon.in/dp/B0CJM6LWSX
A-3608,NISHA FURNITURE Sheesham Wooden Dining Set 6 Seater Dining Table with Chairs & Bench | Solid Wooden Dining Table Set for Home & Dining Room Furniture in Walnut Finish,e,35799,Table,dining_table,,https://www.amazon.in/dp/B0DH52BB2L
A-3609,Madesa 6 Seater Dining Set with Cushioned Seats Rectangular Table Top Sturdy Wooden 136 Cm for Dining Room and Kitchen - Brown/Beige,s,25699,Table,dining_table,,https://www.amazon.in/dp/B07SPXZFBL
A-3610,SONA ART & CRAFTS Capsule Solid Sheesham Wood Dining Table Set 6 Seater Dinner Dinning Table with 6 Chair for Dining Furniture for Living Room Home Hotel OfficeWalnut Finish (Caps-D1-6S),90D x 10W x 15H Centimeters Frame Material,24799,Table,dining_table,,https://www.amazon.in/dp/B0D98RGMFD
A-3611,Ganpati Arts Sheesham Wood Honey Finish 6 Seater Dining Table Set with Bench for Living Room,150 x 90 x 76 Centimeters Material,31499,Table,dining_table,,https://www.amazon.in/dp/B07N2GF8ZN
A-3612,"wopno Furniture Pure Sheesham Solid Wood 4 Seater Dining Table for Living Room Home Hall Hotel Dinner Restaurant Wooden Dining Table Dining Room Set Home & Kitchen (Honey Oak, 4 Seater)",s,18949,Table,dining_table,,https://www.amazon.in/dp/B0B2LN9SBZ
A-3613,"6 Seater Modern Dining Table Set with Gold Metal Frame, Upholstered Chairs and Bench, Marble Finish Top, Contemporary Designer Dining Furniture for Living Room & Apartment Interiors (Golden 1)",s,25699,Table,dining_table,,https://www.amazon.in/dp/B0G7ZD351S
A-3614,"Gizoon Alloy Steel Kitchen Table And 2 Chairs For 4 With Bench, 4 Piece Dining Table Set For Small Space, Apartment (Grey)",t,10398,Table,dining_table,,https://www.amazon.in/dp/B0BNKZBCGG
A-3615,6 Seater Modern Acacia Wood Dining Table Set with White Marble Top & Upholstered Chairs | Rectangular Solid Wood Dining Table 69x39 Inches | Contemporary Dining Furniture for Home from Jodhpur,t,67499,Table,dining_table,,https://www.amazon.in/dp/B0GBKZ4K1R
A-3616,"wow craft Multipurpose Foldable Table | Portable Study, Work & Laptop Desk | Engineered Wooden Top & Sturdy Metal Frame | for Home, Office & Small Spaces | 90×60×75 cm (Black)",60D x 90W x 73H Centimeters Colour,2096,Table,dining_table,,https://www.amazon.in/dp/B08T8JWNX3
A-3617,SONA ART & CRAFTS CNC Solid Sheesham Wood Dining Table Set 6 Seater Dinner Dinning Table 4 Cushion Chair with 1 Bench for Dining Furniture for Living Room Home Hotel Office (Walnut-Color),134D x 76W x 88H Centimeters Frame Material,24799,Table,dining_table,,https://www.amazon.in/dp/B0D94N3473
A-3618,THE WOODEN CITY Solid Sheesham Wood Six Seater Dining Table Set with 6 Cushion Chairs for Dining Room Living Room Home | Dining Table 6 Seater | 6 Seater Dining Table Set (Walnut & Cream),s,21757,Table,dining_table,,https://www.amazon.in/dp/B0BG3GH95M
A-3619,WOODLAB Sheesham Wood Kuber Dining Table Set with 4 Chair and 1 Bench for Home Dining Room Wooden 6 Seater Dinner Table for Living Room Hotels Restaurants - Natural Finish,s,31449,Table,dining_table,,https://www.amazon.in/dp/B09HTBM3G6
A-3620,Krishna Wood Decor Solid Sheesham Wood 6 Seater Dining Table | Six Seater Dinner Table with 4 Cushions Chairs & 1 Bench | Dinning Table Set 6 Seater for Living Room | Teak Finish,s,32199,Table,dining_table,,https://www.amazon.in/dp/B0986G3SKP
A-3621,"Amazon Brand - Solimo Sheesham Wood Natick 8 Seater Dining Table with Cushioned Chairs | Durable Wooden Dining Set Furniture for Restaurants, Dining Room, Living Room, and Home (Natural Finish)","Product Dimensions: Table- Length (90 cm), Width (198 cm), Height (76 cm); Chair- Length (45 cm), Width (45 cm), Height (88 cm) | Colour: Natural Finish | Warranty Description: 3 years warranty against manufacturing defects.",34199,Table,dining_table,,https://www.amazon.in/dp/B0F1SW5967
A-3622,Furnire Carp Solid Sheesham Wood 6 Seater Dining Table with 4 Cushioned Chair and 1 Bench for Home & Office Furniture| Hotel & Dinner | Rectangle Natural Finish,r,23499,Table,dining_table,,https://www.amazon.in/dp/B09MNFC1J1
A-3623,"DRIFTINGWOOD Liana Dining Table 4 Seater | Four Seater Dinning Table with 4 Chairs with Green Cushions for Home | Rosewood, Natural Finish, Self Assembly(DIY)",s,17498,Table,dining_table,,https://www.amazon.in/dp/B0DH8HYBQ1
A-3624,"Adichwal Furniture Solid Sheesham Wood 6 Seater Dining Table Set with Cushioned Chairs for Dining Room | Living Room | Home & Office | Hotels Restaurant & Cafe (6 Seater, Honey)",s,26949,Table,dining_table,,https://www.amazon.in/dp/B0CK87S88G
A-3625,"OFHEQEUWIN Nesting Tables Coffee Table Set of 3, Round Center Table for Living Room and 2 End Sofa Side Table Small Accent Table for, Bedroom Apartment (Golden)",55D x 55W x 45H Centimeters Maximum Weight Recommendation,3599,Table,dining_table,,https://www.amazon.in/dp/B0D2VWXMLQ
A-3626,NISHA FURNITURE Solid Wooden Dining Set with 6 Chairs for Living Room and Dining Room Furniture | 6 Seater Dining Table Wooden in Natural Teak Finish,s,25999,Table,dining_table,,https://www.amazon.in/dp/B0B1JNMLTB
A-3627,ROUNDHILL Furniture Sheesham Wood 6 Seater Dining Table with 6 Cushion Chairs Wooden Dining Table Set for Home Hall Living Room (Walnut Finish),s,24199,Table,dining_table,,https://www.amazon.in/dp/B0DBVGLFMC
A-3628,COMBAT FURNITURE Sheesham Wood 4 Seater Dining Table with Chair for Living Room Home Solid Wood Dining Room Furniture Set (Honey Oak Finish) (DIY-Customer Self Assembly),s,12539,Table,dining_table,,https://www.amazon.in/dp/B0D1PD1DFL
A-3629,"PC Wood Solid Sheesham Wood 4-Seater Dining Table Set – Walnut Finish, Solid Wood, Small Space Family Kitchen & Dining Room",s,16899,Table,dining_table,,https://www.amazon.in/dp/B0BHX185KZ
A-3630,"KD FURNITURES Dining Table 2 Seater with Chair | Dining Table Set | Dining Room Set || Sheesham Wood 2 Seater Dining Table || Wooden Dining Table 2 Seater || Dining Table,Walnut",s,8995,Table,dining_table,,https://www.amazon.in/dp/B0C15HQPDL
A-3631,KHUDIWAL Sheesham Wood 4 Seater Dining Table Set for Home Hall || Solid Wood Dining Table with 4 Chairs for Hotels | Dining Room Sets - Teak Finish (Small Pillows Not Included),NA,15399,Table,dining_table,,https://www.amazon.in/dp/B0F1RW2NPS
A-3632,FURNITUREWALLET Sheesham Wood Dining Table 4 Seater/Dining Table Set with Chairs in Honey Finish,86D x 86W x 75H Centimeters Frame Material,14499,Table,dining_table,,https://www.amazon.in/dp/B08FJ1TVHX
A-3633,SONA Art & Crafts Capsule Solid Sheesham Wood Dining Table Set 6 Seater Dinner Dinning Table with 6 Chair for Dining Furniture for Living Room Home Hotel Office Self Assembly,144D x 76W x 88H Centimeters Maximum Weight Recommendation,24799,Table,dining_table,,https://www.amazon.in/dp/B0C9X7SX1D
