ID,Name,Dimension,Price,Type,SubType,Brand,ProductURL
A-5304,"AMATA Eagle 2 Seater Ottoman/pouffe Green Suede Velvet Fabric Perfect for Home Living Office Room and Guests (Green 3, 2 Seater)(3 Year Warranty)",46D x 112W x 46H Centimeters Item Weight,6699,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0DSLZ9BHY
A-5305,"PUM PUM 2-Seater Sofa Cum Bed | EPE Foam Foldable Couch with Velvet Fabric & Washable Cover | Convertible Sofa Bed for Home, Living Room & Office Guests | 3 x 6 Ft (Grey)",76D x 90W x 66H Centimeters Item Weight,3799,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0G6LM6933
A-5306,uberlyfe Basics 1 Seater Sofa Cum Bed | Jute Fabric Washable Cover | Aqua Blue | 3' X 6' Feet,182.9D x 82W x 20.3H Centimeters Item Weight,5999,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B09VFHLMXR
A-5307,"DREAM LOOK FURNITURE Solid Sheesham Wood Sofa Set 3 Seater Furniture Wooden 3 Seater Sofa Cums Bed Queen Size for Home Living Room with Cushions (Standard, Natural Finish)",152.4D x 185.4W x 76.2H Centimeters Item Weight,29949,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B099QS14CM
A-5308,"Comfort Designs Nora Standard 5- to 6-Person Sofa Corner Sofa Cum Bed Geometrical Right Hand Side (Grey, Wood)",0.84D x 2.44W x 0.89H Meters Item Weight,30999,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0BK2MZR1R
A-5309,Casaliving Ravonna RHS 4 Seater L Shape Corner Sofa Cum Bed for Living Room (Dark Grey Fabric) Premium Fabric Sofa,1.52D x 2.08W x 0.88H Meters Item Weight,27259,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0FKZ7VY8Y
A-5310,Peachtree Zen Sofa Cum Bed for Living Room 6 x 3 Feet - 3 Year Warranty | Jute Fabric Foldable Sofa Bed | Lightweight Convertiable Bed Cum Sofa (Dark Grey),73.7D x 198.1W x 71.1H Centimeters Item Weight,7806,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0CFQ8JGXR
A-5311,Casaliving Roxy 3 Seater Sofa Cum Bed for Living Room (Cream Colour Fabric) Premium Fabric Sofa Cum Bed,154D x 186W x 82H Centimeters Item Weight,24999,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0G3HBL616
A-5312,STRATA FURNITURE Sheesham Wood 3-Person Sofa Set for Living Room Office Home Wooden Sofa Cum Bed with Side Magzine Newspaper Holder (Walnut Finish),76.2D x 198.1W x 88.9H Centimeters Item Weight,15996,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0DCZQYDLX
A-5313,"Rosebell C-Type-3 Seater Round Modular Sofa Cum Bed |Foldable Convertible Sofa for Living Room | Space-Saving & Stylish Design, for Home, Office - Brown Color",177D x 88W x 50H Centimeters Item Weight,9499,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0FPLY5V6Z
A-5314,Casaliving Grance LHS 6 Seater Corner Sofa Cum Bed for Living Room with Storage (Dark Grey Fabric) Premium Fabric Sofa,1.37D x 2.43W x 0.88H Meters Item Weight,36659,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0F26H2QLK
A-5315,FURNY Tressa 2 Seater Pull-Out Premium Fabric Sofa Cum Bed Sofa Set for Living Room (Beige Fabric -Color),160D x 60W x 60H Centimeters Item Weight,18749,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0FP4T2XC8
A-5316,Casaliving Danny 3 Seater Sofa Cum Bed for Living Room Premium Fabric Sofa for Living Room (Cream Fabric Colour Sofa Cum Bed),1.88D x 2.13W x 0.82H Meters Item Weight,15039,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0FXS1PMWN
A-5317,Casaliving Treshta 2 Seater Pull-Out Premium Fabric Sofa Cum Bed Sofa Set for Living Room (Pine Fabric Color) Premium Fabric Sofa Set for Living Room,1.52D x 2.03W x 0.86H Meters Item Weight,17859,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0FR267P6L
A-5318,DIVISHA HOMES | 5x6 Ft C-Type Sofa Cum Bed | Jute Fabric with Washable Cover | 2 Seater with 2 Pouffe for Living Room & Office | Purple Color,177D x 152W x 27H Centimeters Item Weight,8549,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0G1YZPPP1
A-5319,"AMATA Instant 3 Seater Foldable Sofa Cum Bed Grey Suede Velvet Fabric with 2 Pillow Perfect for Home Living Office Room and Guests (3 Year Warranty) (Grey, Instant 3 Seater Sofa Cum Bed)",76D x 152W x 64H Centimeters Item Weight,8999,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0G6YZHTV5
A-5320,Casaliving Treshta Single Seater Sofa Cum Bed Sofa Set for Living Room (Black Colour Fabric) Premium Fabric Sofa Set for Living Room,155D x 84W x 82H Centimeters Item Weight,15999,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0F7LM4371
A-5321,"Duroflex Utopia - 3 Seater Fabric Sofa | Premium Fabric with Wedge Arms, Plush Comfort with Foam, Zig-Zag Springs & Solid Wood Build | Durable, Modern Design | 3 Year Warranty - Beige",90D x 197W x 91H Centimeters Item Weight,29599,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0BZDL6882
A-5322,"FURNY Eagel 3 Seater Fabric Sofa Cum Bed with 2 Cushions (Cream) with Velvet Fabric | Durable with Comfort | Perfect for Living Room, Bedrooms, Offices",94D x 188W x 83.8H Centimeters Item Weight,15779,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0G3XYZVZW
A-5323,Sleepyhead Napster Sofa Cum Bed | 3-Year Warranty | 3 Seater Foldable Sofa Bed with 2 Cushions | 5-in-1 Convertible Sofabed | High-Density Foam | Washable Cover | Graphite Grey (6 X 5 Feet),74.9D x 152.4W x 71.1H Centimeters Item Weight,8999,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0F5WMDMDZ
A-5324,"Sleepify Agel 3 Seater Fabric Sofa Cum Bed Set with 2 Cushions, Best Fit for Indian Homes, Living Rooms, Offices with (Sky Blue)",190.5D x 94W x 83.8H Centimeters Item Weight,14299,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0F9PKNGCT
A-5325,"AMATA Eagle Solid Wood 2 Seater Ottoman/pouffe Camel Suede velevt Fabric Perfect for Home Living Office Room and Guests (Camel 3, 2 Seater)(3YEAR Warranty)",46D x 112W x 46H Centimeters Item Weight,6699,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0CVDCK7CN
A-5326,ROYAL BED MANUFACTURER Premium King Size 6X6 Black Matte Finish Metal Sofa Cum Bed with Hydraulic Storage | 3-Person Sofa | 6X6 | Brown Fabric (King Size),182.9D x 198.1W x 45.7H Centimeters Item Weight,23299,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B08XJVQ2FY
A-5327,GANPATI ARTS Solid Sheesham Wood Diamond 3-Person Sofa Cum Bed With Storage And Side Pockets For Living Room Hall Bedroom (Walnut Finish),190D x 172W x 62H Centimeters Item Weight,33399,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B09SV7YSP2
A-5328,uberlyfe 1 Seater Sofa Cum Bed | Jute Fabric Washable Cover | Beige | 3' X 6' Feet,187D x 90W x 21H Centimeters Item Weight,6499,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B08WWX6BYD
A-5329,"AMATA Instant 3 Seater Foldable Sofa Cum Bed Camel Suede Velvet Fabric with 2 Pillow Perfect for Home Living Office Room and Guests (3 Year Warranty) (Camel, Instant 3 Seater Sofa Cum Bed)",76D x 152W x 64H Centimeters Item Weight,8999,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0G6Z1HHPW
A-5330,"AMATA Eagle Solid Wood 3 Seater Sofa Cum Bed Camel Suede velevt Fabric with Two Cushions Perfect for Home Living Office Room and Guests (Camel, Medium)(3 Years Warranty)",96D x 190W x 88H Centimeters Item Weight,16499,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0B68G4F1S
A-5331,"Comfort Designs Nora Textured Premium Polyester Fabric 5 Seater Corner Sofa Cumbed for Living Room, Functional Storage,Soft, Lightweight, Comfortable Sofa (Brown)",0.84D x 2.44W x 0.89H Meters Item Weight,30999,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0CCW6YW6F
A-5332,GLOBALFURNITUREHUB 3 Seater Sofa | Luxury Comfort & Extra Spacious | Sofa Set | Wooden Sofa Set for Living Room | Sofa for Living Room & Office (Light Ghreen),s,13949,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0DGTX149S
A-5333,DIVISHA HOMES | 5x6 Ft C-Type Sofa Cum Bed | Jute Fabric with Washable Cover | 2 Seater with 2 Pouffe for Living Room & Office | Golden Color,177D x 152W x 27H Centimeters Item Weight,8549,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0G1Z2XL6H
A-5334,Casaliving Leymour 3 Seater Sofa Cum Bed for Living Room - (Brown - Colour) Premium Fabric Sofa Set Cum Bed for Living Room,154D x 186W x 82H Centimeters Item Weight,24999,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0FGJB8GLK
A-5335,Rosebell 2-Person Lightweight Sofa Cum Bed | Jute Fabric with Washable Cover & Cushion | 4 x 6 Ft | Black | Great for Home & Office Guests,182D x 117W x 18H Centimeters Item Weight,4995,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0G2BQV2D2
A-5336,FURNY Holland 6 Seater Fabric RHS L Shape Pull Out Sofa Cum Bed with Storage & 2 Puffy for Living Room (Cream) with Velvet Fabric,2D x 2W x 0.6H Meters Item Weight,33749,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0FT7ZN1TV
A-5337,Casaliving Roxy 3 Seater Sofa Cum Bed for Living Room (Black Colour Fabric) Premium Fabric Sofa Cum Bed,1.54D x 2.13W x 0.82H Meters Item Weight,24999,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0DLGKW8M3
A-5338,"Torque Juana 6 Seater L Shape Sofa Cuma Bed with Storage 2 Puffy Grey-RHS | 6 Seater Sofa with Storage Chaise Stools-2 | Corner Sofa Cumbed for Home Festival Gift, Wood",1.37D x 2.41W x 0.88H Meters Item Weight,39000,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0DY7H5L9K
A-5339,"Ganpati Arts Sheesham Wood Diamond 3 Seater Sofa Cum Bed with Side Pocket for Living Room, Bed Room Wooden Bedroom Furniture for Home (Natural Finish) - Brown 1 Year Warranty",81.3D x 152.4W x 81.3H Centimeters Item Weight,33399,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B083WKT7X7
A-5340,FURNY Tressa 1 Seater Fabric Pull-Out Sofa Cum Bed (Dark Grey) | Premium Velvet Finish | Durable Comfort | Ideal for Living Room,92D x 150W x 82H Centimeters Item Weight,15009,Sofa,sofa_cum_bed,,https://www.amazon.in/dp/B0G6D6TTPW
A-5341,FURNY Revona 3 Seater Fabric Sofa Set with Ottoman (Dark Grey) with Velvet Finish | Durable Comfort | Ideal for Living Room,81.3D x 182.9W x 83.8H Centimeters Item Weight,11990,Sofa,sofa_set,,https://www.amazon.in/dp/B0G6532P8J
A-5342,FURNY Rion 5 Seater Fabric 3+1+1 Sofa Set (Aqua Blue-Light Grey) Premium Velvet Finish | Durable & Comfortable | Ideal for Living Rooms,81.3D x 175.3W x 76.2H Centimeters Item Weight,16499,Sofa,sofa_set,,https://www.amazon.in/dp/B0G8LPQ662
A-5343,FURNY Harmony 3 Seater Velvet Fabric Sofa Set (Greenish Teal) with Golden Finish Legs | Durable & Comfortable | Ideal for Living Room,137.2D x 182.9W x 76.2H Centimeters Item Weight,12999,Sofa,sofa_set,,https://www.amazon.in/dp/B0G3YCZTL7
A-5344,FURNY Arnoy 5 Seater Fabric LHS L Shape Sofa Set (Greenish Teal) with Velvet Finish | Durable & Comfortable | Ideal for Living Room,258D x 137.2W x 83.8H Centimeters Item Weight,18770,Sofa,sofa_set,,https://www.amazon.in/dp/B0G4MNZC1S
A-5345,SOCOZI Almeria 4 Seater LHS L Shape Sofa Set | Soft Velvet Suede Fabric | Modern Design | Plush Comfort Cushions for Living Room (Light Grey),201D x 84W x 138H Centimeters Item Weight,16199,Sofa,sofa_set,,https://www.amazon.in/dp/B0G2MHH8FB
A-5346,"AMIDO Lucero Plus U-Shaped 12-Seater Sofa Set with Multifunctional Smart Console, Cup Holders & Cushions – Luxury Fabric Sectional Sofa Set for Living Room & Office | (Beige, Dark Grey)",2.33D x 3.58W x 0.84H Meters Item Weight,56599,Sofa,sofa_set,,https://www.amazon.in/dp/B0FGB2MCWQ
A-5347,NKF CARVE® Solid Sheesham Wood 3 Seater Sofa for Living Room | Wooden Sofa Set for Living Room | Wooden 3 Seater Couch for Home Walnut Finish,80D x 180W x 76H Centimeters Item Weight,14300,Sofa,sofa_set,,https://www.amazon.in/dp/B09Z7W2T7F
A-5348,FURNY Arlo 8 Seater Fabric RHS L Shape Sofa Set with 1 Centre Table & 2 Puffy (Dark Grey) with Velvet Finish | Durable & Comfortable | Ideal for Living Room,258D x 137.2W x 83.8H Centimeters Item Weight,22990,Sofa,sofa_set,,https://www.amazon.in/dp/B0G4MMWNWD
A-5349,"Gaimrao ! Classic 3+2= 5 Seater with Footrest Seater Sofa Set Luxury Chesterfield Modern Fahionalable Sleeper Sofa for Living Room, Dining Room, (3+2 Burgundy Beige)",50D x 190W x 75H Centimeters Item Weight,27999,Sofa,sofa_set,,https://www.amazon.in/dp/B0FQ3RX1XC
A-5350,CASASTYLE Dreamon 8 Seater Fabric RHS L Shape Sofa Set with 1 Centre Table & 2 Puffy (Light Grey-Black) | Velvet Finish | Comfortable Sectional Sofa for Living Room,1.37D x 2.58W x 0.84H Meters Item Weight,22999,Sofa,sofa_set,,https://www.amazon.in/dp/B0G52MKG1L
A-5351,FURNY Hermon 3 Seater Premium Leatherette Sofa Set (Brown) Durable & Comfortable| Ideal for Living Rooms,81.3D x 185.4W x 83.8H Centimeters Item Weight,12999,Sofa,sofa_set,,https://www.amazon.in/dp/B0G8LH2BCJ
A-5352,Casaliving- Kaven 5- to 6-Person Sofa L Shape Sofa Set for Living Room (Cream Fabric) (Cream RHS),0.84D x 2W x 1.55H Meters Item Weight,19999,Sofa,sofa_set,,https://www.amazon.in/dp/B0FVXQQQXL
A-5353,"Gaimrao ! Classic 3+1= 4 Seater Sofa Set Luxury Chesterfield Modern Fahionalable Sleeper Sofa for Living Room, Dining Room, (3+1 Brown Leatherette)",50D x 190W x 75H Centimeters Item Weight,25999,Sofa,sofa_set,,https://www.amazon.in/dp/B0FQ3V6N2D
A-5354,"MURARAKA ART Sheesham Wood 5 Seater Sofa Set for Living Room Furniture Wooden Sofa Set 5 Seater for Home & Office (3+1+1 Sofa, Walnut Finish)",76.2D x 183W x 76.2H Centimeters Item Weight,36999,Sofa,sofa_set,,https://www.amazon.in/dp/B0BQRFQVND
A-5355,Fabrique Proton lshape Sofa Bed 4 Seater Fabric Cream Sofa Set (LHS),182D x 86W x 81H Centimeters Type,55100,Sofa,sofa_set,,https://www.amazon.in/dp/B09STZP41M
A-5356,Casaliving Ella RHS 6 Seater L Shape Sofa Set for Living Room (Black Grey) Premium Fabric Sofa Set,1.54D x 2.56W x 0.82H Meters Item Weight,27259,Sofa,sofa_set,,https://www.amazon.in/dp/B0F13N53BP
A-5357,FURNY Harmony 2 Seater Velvet Fabric Sofa Set (Beige) with Golden Finish Legs Durable & Comfortable Ideal for Living Room,81.3D x 137.2W x 81.3H Centimeters Item Weight,10999,Sofa,sofa_set,,https://www.amazon.in/dp/B0GD79LFCC
A-5358,SOCOZI Almeria 5 Seater LHS L Shape Sofa Set | Soft Velvet Suede Fabric | Modern Design | Plush Comfort Cushions for Living Room (Dark Grey),258D x 84W x 138H Centimeters Item Weight,16942,Sofa,sofa_set,,https://www.amazon.in/dp/B0G2YJ8JK2
A-5359,"AMATA Omega Solid Wood 4 Seater L Shape Camel Suede Velvet Sofa Set with Two Cushions Perfect for Home Office Guests Living Room (03 Camel, Omega L Shape 4 SSEATER)(3 Year Warranty)",76D x 187W x 81H Centimeters Item Weight,18998,Sofa,sofa_set,,https://www.amazon.in/dp/B0FF78WSJM
A-5360,"DaneWood - 3-Person Sofa Set for Living Room, Drawing Room & Office Lounge|Capacity - Three Seater, Sheesham Wood, Dark Brown Finish",183D x 79W x 79H Centimeters Item Weight,20066,Sofa,sofa_set,,https://www.amazon.in/dp/B0B3MV7WJ7
A-5361,FURNY Chromano Fabric 4 Seater L Shape Sofa Set 3 Seater Modern Sofa Set & Ottoman for Living Room (Dual Brown Color),1.47D x 2.84W x 0.76H Meters Item Weight,10599,Sofa,sofa_set,,https://www.amazon.in/dp/B0CMFFRLHK
A-5362,"AMIDO Lucero Plus U-Shaped 12-Seater Sofa Set with Multifunctional Smart Console, Cup Holders & Cushions – Luxury Fabric Sectional Sofa Set for Living Room & Office | (Ivory, Dark Grey)",2.33D x 3.58W x 0.84H Meters Item Weight,56599,Sofa,sofa_set,,https://www.amazon.in/dp/B0FGB334HL
A-5363,"RJ HANDICRAFT Sheesham Wooden 3 Seater Sofa for Living Room | Rosewood 3 Seater Cushion Sofa with Side Newspaper Holder for Home & Office | Solid Wood Sofa Set for Lounge (Walnut, 3 Seater)",73.7D x 182.9W x 86.4H Centimeters Item Weight,12949,Sofa,sofa_set,,https://www.amazon.in/dp/B0D7QNCZ3Y
A-5364,"SOCOZI Lexico 3 Seater Sofa Set | Soft Velvet Suede Fabric | Modern Design | Plush Comfort Cushions for Living Room, (Golden Stripped Cushion-Light Grey-Aqua Blue)",176D x 77W x 73.7H Centimeters Item Weight,10779,Sofa,sofa_set,,https://www.amazon.in/dp/B0G2ZS9DKT
A-5365,FURNY Regan 4 Seater Leatherette Sofa Set with Ottoman (Brown) L Shape Premium Finish | Durable & Comfortable | Ideal for Living Rooms,0.76D x 2.13W x 0.81H Meters Item Weight,13490,Sofa,sofa_set,,https://www.amazon.in/dp/B0G8LQWCRF
A-5366,FURNY Gloria 6 Seater Fabric LHS L Shape Sofa Set (Beige) Premium Velvet Finish | Durable Comfort | Ideal for Living Room,258D x 152.4W x 83.8H Centimeters Item Weight,18559,Sofa,sofa_set,,https://www.amazon.in/dp/B0G645493J
A-5367,"AS Furniture 7 Seater Wooden Sofa Set with Center Table | Solid Wood Sofa Set (3+2+2) Walnut Finish, 40 x 65 Centimeters",40D x 30W x 40H Centimeters Item Weight,33999,Sofa,sofa_set,,https://www.amazon.in/dp/B0DVGW28VY
A-5368,SOCOZI Bravelle 3 Seater Modular Sofa Set with 1 Ottoman | Soft Velvet Suede Fabric | Modern Design Sofas with Golden Legs | Plush Comfort Cushions for Living Room (Dark Brown),s,12349,Sofa,sofa_set,,https://www.amazon.in/dp/B0G4F9CQP3
A-5369,SOCOZI Bastian 3 Seater Modular Sofa Set with 2 Ottoman | Soft Velvet Suede Fabric | Modern Design Sofas for Home | Plush Comfort Cushions for Living Room (Green Teal-Cream),182.9D x 84W x 84H Centimeters Item Weight,12999,Sofa,sofa_set,,https://www.amazon.in/dp/B0GD7NGKYK
A-5370,"House of Quirk Elastic Chair Cover Stretch Removable Washable Short Dining Chair Cover Protector Seat Slipcover (Pack 6, Beige Tulip),Polyester",40D x 40W x 45H Centimeters Colour,933,Sofa,sofa_set,,https://www.amazon.in/dp/B0B19W4R41
A-5371,FURNY Harmony 2 Seater Velvet Fabric Sofa Set (Dark Grey) with Golden Finish Legs | Durable & Comfortable | Ideal for Living Room,81.3D x 137.2W x 81.3H Centimeters Item Weight,10999,Sofa,sofa_set,,https://www.amazon.in/dp/B0G3YFMS9Y
A-5372,"AS Furniture Arts Wooden 5 Seater Sofa Set For Living Room|5 Seater Solid Sheesham Wood Sofa Set For Living Room|Wooden Sofa Set|Furniture For Home|3+1+1 Sofa Seater|Sheesham Wood,Honey,Brown",69.9D x 176.5W x 86.4H Centimeters Item Weight,28499,Sofa,sofa_set,,https://www.amazon.in/dp/B0B5DQMC4C
A-5373,CASASTYLE Texon 8 Seater Fabric RHS L Shape Sofa Set with 1 Centre Table & 2 Puffy (Yellow-Cream) Velvet Finish | Comfortable Sectional Sofa for Living Room,1.37D x 2.58W x 0.84H Meters Item Weight,22999,Sofa,sofa_set,,https://www.amazon.in/dp/B0G52LY59K
A-5374,"CLOUDIA Furniture Chesterfield Fabric & Velvet 3+2= 5 Seater Sofa Set for Living Room Home & Office Clour (Voilet, 3+2)",68D x 80W x 68H Centimeters Item Weight,32099,Sofa,sofa_set,,https://www.amazon.in/dp/B0DF1ZBVQW
A-5375,Casaliving Minta RHS 6 Seater L Shape Sofa Set for Living Room (Grey Fabric) Premium Fabric Sofa Set for Living Room | Hall | Office Room,1.53D x 2.54W x 0.84H Meters Item Weight,19739,Sofa,sofa_set,,https://www.amazon.in/dp/B0FD351VK9
A-5376,"AMATA Marino Solid Wood 3 Seater Camel Suede Velvet Fabric Sofa Set with Two Cushions Perfect for Home Office Guests Living Room (04 Camel, 3+2 Seater)(03 Year Warranty)",76D x 187W x 81H Centimeters Item Weight,28999,Sofa,sofa_set,,https://www.amazon.in/dp/B0DQ8ZKTMW
A-5377,FURNY Nathan 5 Seater Leatherette RHS L Shape Sofa Set (Brown) Premium Finish | Durable Comfort | Ideal for Living Room,258D x 137.2W x 83.8H Centimeters Item Weight,18990,Sofa,sofa_set,,https://www.amazon.in/dp/B0G9W33TC9
A-5378,SOCOZI Almeria 4 Seater RHS L Shape Sofa Set | Soft Velvet Suede Fabric | Modern Design | Plush Comfort Cushions for Living Room (Dark Grey),213D x 81W x 84H Centimeters Item Weight,16199,Sofa,sofa_set,,https://www.amazon.in/dp/B0G2YDND8P
A-5379,SOCOZI Oriana 8 Seater RHS L Shape Sofa Set | Velvet Suede Fabric L Shape Sofa for Livingroom with 2 Ottoman & Centre Table (Dark Grey),258D x 153W x 84H Centimeters Item Weight,23689,Sofa,sofa_set,,https://www.amazon.in/dp/B0G445HV59
A-5380,"FURNY Alona 3 Seater Fabric Sofa Set (Dark Blue) Premium Velvet Finish Durable & Comfortable| Ideal for Living Room, Offices",182.9D x 81.3W x 83.8H Centimeters Item Weight,10779,Sofa,sofa_set,,https://www.amazon.in/dp/B0GBXS386B
A-5381,Seventh Heaven 3 Seater Sofa Cum Bed 72x44x14 inch Jute Fabric with 3 Cushions 3 Seater Double Foam Pull Out Sofa Cum Bed (Finish Color - Brown Delivery Condition - Pre-Assembled),111.8D x 182.9W x 35.6H Centimeters Item Weight,10499,Sofa,sofa_set,,https://www.amazon.in/dp/B0BWMSCVBQ
A-5382,FURNY Mino 4 Seater Fabric LHS L Shape Sofa Set (Light-Grey- Color),201D x 83.8W x 137.2H Centimeters Item Weight,15799,Sofa,sofa_set,,https://www.amazon.in/dp/B0FHQJZFQW
A-5383,FURNY Avvono 4 Seater Fabric Modular Sofa Set with Ottoman (Greenish Teal) Premium Velvet Finish | Durable Comfort | Ideal for Living Room,0.81D x 2.13W x 0.84H Meters Item Weight,13490,Sofa,sofa_set,,https://www.amazon.in/dp/B0G45C8FWM
A-5384,"SOCOZI Stonvik 2 Seater Sofa Set | Soft Velvet Suede Fabric | Modern Design | Plush Comfort Cushions for Living Room (Dark Grey, Gold Stripped Cushion)",138D x 84W x 84H Centimeters Item Weight,10779,Sofa,sofa_set,,https://www.amazon.in/dp/B0G3BXZ6XZ
A-5385,"NATRAJ ART & CRAFT Sheesham Wooden 5 Seater Sofa Set for Living Room | Rosewood 5 Seater Cushion Sofa Set with Side Newspaper Holder for Home & Office (Walnut, 3+1+1 Seater)",180.3D x 71.1W x 81.3H Centimeters Type,25369,Sofa,sofa_set,,https://www.amazon.in/dp/B0FBK9DRJW
A-5386,SOCOZI Oriana 6 Seater LHS L Shape Sofa Set | Soft Velvet Suede Fabric | Modern Design | Plush Comfort Cushions for Living Room (Dark Brown),258D x 152W x 84H Centimeters Item Weight,19116,Sofa,sofa_set,,https://www.amazon.in/dp/B0G52P2MF6
A-5387,FURNY Harloy 3 Seater Leatherette Sofa Set (Brown) in Premium Finish | Durable Comfort | Ideal for Living Room,81.3D x 182.9W x 83.8H Centimeters Item Weight,11490,Sofa,sofa_set,,https://www.amazon.in/dp/B0G3XS4777
A-5388,FURNY Homeoy 5 Seater Fabric 3+2 Sofa Set (Dark Brown) Premium Velvet Finish | Durable Comfort | Ideal for Living Room,182.9D x 81.3W x 81.3H Centimeters Item Weight,16339,Sofa,sofa_set,,https://www.amazon.in/dp/B0G95GWKDY
A-5389,FURNY Gaiety 5 Seater Fabric 3+1 Sofa Cum Bed with Extra Seat & Ottoman (Dark Grey) Premium Velvet Finish | Durable Comfort | Ideal for Living Room,190.5D x 94W x 83.8H Centimeters Item Weight,23999,Sofa,sofa_set,,https://www.amazon.in/dp/B0G95C2GRS
A-5390,FURNY Styliving 4 Seater Fabric LHS L Shape Sofa Set (Dark Grey) with Golden Finish Legs | Durable & Comfortable | Ideal for Living Room,1.37D x 2.01W x 0.76H Meters Item Weight,16449,Sofa,sofa_set,,https://www.amazon.in/dp/B0G451RDJ3
A-5391,K L FURNITURE Solid Sheesham Wooden 5 Seater Sofa Set For Living Room | 5 Seater Sofa | Sofa Set | Fabric 3 + 1 + 1 With Brown Finish For Living Room,76.2D x 76.2W x 83.8H Centimeters Item Weight,28590,Sofa,sofa_set,,https://www.amazon.in/dp/B0BF11VJ2Z
A-5392,AS Furniture Sheesham Wood 3 Seater Sofa for Living Room | Wooden 3 Seater Cushion Sofa with Side Newspaper Holder for Home & Office | Solid Wood Sofa Set for Lounge (Honey Finish),76.2D x 177.8W x 86.4H Centimeters Item Weight,14002,Sofa,sofa_set,,https://www.amazon.in/dp/B0FN4MJ6XF
A-5393,FURNY Hermon 5 Seater Premium Leatherette 3+2 Sofa Set (Brown) Durable & Comfortable | Ideal for Living Rooms,81.3D x 182.9W x 83.8H Centimeters Item Weight,17990,Sofa,sofa_set,,https://www.amazon.in/dp/B0GC7XHQLB
A-5394,"Gaimrao ! Classic 3+1= 4 Seater with Footrest Seater Sofa Set Luxury Chesterfield Modern Fahionalable Sleeper Sofa for Living Room, Dining Room, (Brown_A1)",50D x 190W x 75H Centimeters Item Weight,26499,Sofa,sofa_set,,https://www.amazon.in/dp/B0FPG6HSRF
A-5395,"SOCOZI Hudson 5 Seater Sofa Set |3+1+1 Sofa Set, Soft Velvet Suede Fabric | Modern Design | Plush Comfort Cushions for Living Room (Black-Aqua Blue)",183D x 82W x 82H Centimeters Item Weight,18015,Sofa,sofa_set,,https://www.amazon.in/dp/B0G3Q6K3SB
A-5396,"Furny Woodsavo 5 Seater Sofa Set with Velvet Fabric, 3+1+1+2 Puffy Sofa Set for Living Room (Light Grey-Black Color) | Soft Velvet Fabric | Modern Design | Comfortable Seating | Living Room Furniture",l,19899,Sofa,sofa_set,,https://www.amazon.in/dp/B0G2YC6TJ8
A-5397,K L FURNITURE Wooden Sofa Set for Living Room | Sofa Set 6 Seater | Sofa Set for Living Room 6 Seater Furniture (Walnut Teak Finish),73.8D x 187.5W x 69.8H Centimeters Item Weight,26923,Sofa,sofa_set,,https://www.amazon.in/dp/B0CFKXH8X3
A-5398,"Home furniture Wooden Sofa Set for Living Room and Office 3 Three Seater Walnut Finish Natural Teak Finish (Winster, Rosewood (Natural Teak Finish) Handicraft- Handmade",168D x 71W x 86H Centimeters Item Weight,13999,Sofa,sofa_set,,https://www.amazon.in/dp/B0CSG3CMQW
